Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,RSI,StocOsci,ADMI,VVR,SMA
1980-12-12,28.75,28.87,28.75,28.75,2093900.0,0.0,1.0,0.42270591588018,0.42447025361603,0.42270591588018,0.42270591588018,117258400.0,,11.111111111111114,,,0.42270591588018
1980-12-15,27.38,27.38,27.25,27.25,785200.0,0.0,1.0,0.40256306006259,0.40256306006259,0.40065169418209,0.40065169418209,43971200.0,0.0,-7.407407407407405,100.0,0.0,0.411678805031135
1980-12-16,25.37,25.37,25.25,25.25,472000.0,0.0,1.0,0.37301040298714,0.37301040298714,0.37124606525129,0.37124606525129,26432000.0,0.0,-14.814814814814817,100.0,0.0,0.39820122510452
1980-12-17,25.87,26.0,25.87,25.87,385900.0,0.0,1.0,0.38036181021984,0.38227317610034,0.38036181021984,0.38036181021984,21610400.0,16.44339801358558,-3.1398494873018876,83.77014274072714,30.69519567292396,0.39374137138335
1980-12-18,26.63,26.75,26.63,26.63,327900.0,0.0,1.0,0.39153594921354,0.39330028694939,0.39153594921354,0.39153594921354,18362400.0,31.346053520572653,20.6299403557435,63.515197883135166,56.77696468342348,0.393300286949388
1980-12-19,28.25,28.38,28.25,28.25,217100.0,0.0,1.0,0.41535450864748,0.41726587452798,0.41535450864748,0.41535450864748,12157600.0,51.28921892939951,67.94443307641586,45.555508547214174,74.04549793191218,0.3969759905657367
1980-12-22,29.63,29.75,29.63,29.63,166800.0,0.0,1.0,0.43564439260973,0.43740873034558,0.43564439260973,0.43564439260973,9340800.0,61.53868921286571,101.87879997406404,41.65610418824748,87.3130766783328,0.40250004800059286
1980-12-23,30.88,31.0,30.88,30.88,209600.0,0.0,1.0,0.45402291069148,0.45578724842733,0.45402291069148,0.45402291069148,11737600.0,68.08863015880773,116.90657463677009,43.425135443914,103.98504613426663,0.4089404058369538
1980-12-24,32.5,32.63,32.5,32.5,214300.0,0.0,1.0,0.47784147012542,0.47975283600592,0.47784147012542,0.47784147012542,12000800.0,74.21690274963538,121.72831239657631,48.40078779016675,121.03086223353483,0.41659607964678336
1980-12-26,35.5,35.62,35.5,35.5,248100.0,0.0,1.0,0.52194991352162,0.52371425125746,0.52194991352162,0.52194991352162,13893600.0,81.35694321960887,121.73136295631627,55.80579295734995,140.7651924912504,0.4271314630342671
