Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,RSI,StocOsci,ADMI,VVR,SMA
1998-04-17,62.0,70.0,53.13,53.63,7209900.0,0.0,1.0,9.597169291573234,10.83551371629236,8.224154910665902,8.301551437210847,43259400.0,,13.416320885200548,,,8.301551437210847
1998-04-20,54.25,54.38,48.88,51.5,1450700.0,0.0,1.0,8.39752313012658,8.417646227028266,7.566284435033865,7.9718422341293795,8704200.0,0.0,3.3388805562042023,100.0,0.0,8.136696835670113
1998-04-21,55.25,57.25,52.5,55.25,638800.0,0.0,1.0,8.55231618321647,8.861902289396252,8.12663528721927,8.55231618321647,3832800.0,65.46950991395434,13.677373210135997,48.906408952187206,44.033914661887366,8.275236618185566
1998-04-22,55.25,57.75,54.75,55.25,319200.0,0.0,1.0,8.55231618321647,8.939298815941196,8.474919656671524,8.55231618321647,1915200.0,65.46950991395433,20.103771238366676,28.41145482804281,49.58082344904676,8.344506509443292
1998-04-23,57.25,58.25,52.75,53.0,460600.0,0.0,1.0,8.861902289396252,9.016695342486143,8.165333550491743,8.204031813764216,2763600.0,44.97845748604259,15.791431470219699,28.872163190997,38.553286010913126,8.316411570307476
1998-04-24,55.13,55.25,49.75,52.5,449600.0,0.0,1.0,8.533741016845683,8.55231618321647,7.70095439122207,8.12663528721927,2697600.0,41.84421382053153,12.446410972197292,37.03542606230393,31.67625471136679,8.284782189792777
1998-04-27,50.0,51.13,49.0,51.13,403400.0,0.0,1.0,7.7396526544945425,7.91456880448612,7.584859601404652,7.91456880448612,2420400.0,34.70765680278997,6.436017814549274,43.34185722042454,27.305995417079927,8.231894563320397
1998-04-28,52.38,53.5,50.0,50.0,220700.0,0.0,1.0,8.108060120848483,8.28142834030916,7.7396526544945425,7.7396526544945425,1324200.0,30.141409357112252,0.07192527350661493,35.78096277729503,25.38955670037525,8.170364324717166
1998-04-29,50.0,50.5,47.25,47.5,247800.0,0.0,1.0,7.7396526544945425,7.817049181039488,7.313971758497343,7.352670021769816,1486800.0,22.948120276281642,-5.4452046779990795,36.68050576698478,23.534960499941043,8.07950940216746
1998-04-30,49.0,49.13,47.13,48.0,397800.0,0.0,1.0,7.584859601404652,7.604982698306339,7.295396592126557,7.430066548314761,2386800.0,26.71509880111607,-1.9397085303402726,37.51113480448571,35.26117203160005,8.01456511678219
1998-05-01,47.75,54.38,47.75,52.75,534700.0,0.0,1.0,7.391368285042288,8.417646227028266,7.391368285042288,8.165333550491743,3208200.0,51.14895649132382,33.926538746890415,30.245538406751702,51.02287466100696,8.028271338028512
1998-05-04,54.38,54.86,52.0,52.88,250900.0,0.0,1.0,8.417646227028266,8.491946892511413,8.049238760674324,8.18545664739343,1505400.0,51.62433431030931,52.622257851864454,26.154350390137683,58.41881853555005,8.041370113808922
1998-05-05,53.0,54.0,50.5,52.0,186100.0,0.0,1.0,8.204031813764216,8.358824866854107,7.817049181039488,8.049238760674324,1116600.0,48.204708893376186,54.674876541677705,19.194183099346922,55.3807461226771,8.04197539433703
1998-05-06,53.0,54.25,51.75,53.38,134200.0,0.0,1.0,8.204031813764216,8.39752313012658,8.010540497401852,8.262853173938375,805200.0,53.41596344417748,80.18142292980988,14.926313189572692,59.130920776861814,8.05775237859427
1998-05-07,53.0,54.5,52.38,54.25,131400.0,0.0,1.0,8.204031813764216,8.436221393399052,8.108060120848483,8.39752313012658,788400.0,56.39459754906559,102.93506462180413,12.608148923008292,62.802850356294535,8.064607499516821
1998-05-08,53.63,59.75,53.63,59.0,750200.0,0.0,1.0,8.301551437210847,9.248884922120979,8.301551437210847,9.13279013230356,4501200.0,68.30905498688111,113.36027162814933,21.19971466757812,83.76694145591729,8.147532349386406
1998-05-11,60.0,61.75,57.5,57.5,377900.0,0.0,1.0,9.287583185393451,9.55847102830076,8.900600552668724,8.900600552668724,2267400.0,62.50133587498318,97.86136835221261,29.684537862400358,75.76584774037003,8.17240980434728
1998-05-12,54.88,57.5,54.63,57.0,298800.0,0.0,1.0,8.49504275357321,8.900600552668724,8.456344490300738,8.82320402612378,1792800.0,60.650263302816896,85.32063975450683,27.411582328867944,70.44557247602933,8.191758935983517
1998-05-13,57.75,57.88,55.25,55.75,107500.0,0.0,1.0,8.939298815941196,8.959421912842883,8.55231618321647,8.629712709761415,645000.0,56.17134003151181,69.70451601530087,26.431525053182767,68.70974396589268,8.22216471426903
1998-05-14,55.5,57.5,54.0,54.5,209400.0,0.0,1.0,8.591014446488943,8.900600552668724,8.358824866854107,8.436221393399052,1256400.0,52.03319145563211,44.57815324414767,22.26296081704795,65.56287045340216,8.244278007567585
1998-05-15,55.25,56.0,51.5,51.69,190600.0,0.0,1.0,8.55231618321647,8.668410973033888,7.9718422341293795,8.001252914216458,1143600.0,44.157683608168234,12.981209553297717,18.391393002238665,62.939089172108254,8.250469729691181
1998-05-18,51.75,53.63,51.63,53.0,86400.0,0.0,1.0,8.010540497401852,8.301551437210847,7.991965331031065,8.204031813764216,518400.0,48.1013808475543,1.8260288207288227,15.628255781585862,64.75318621790161,8.283639669639015
1998-05-19,54.5,56.63,53.5,54.0,140600.0,0.0,1.0,8.436221393399052,8.76593059648052,8.28142834030916,8.358824866854107,843600.0,50.949120782468746,5.879370767094173,15.729650821518996,67.70529321603293,8.355507872859322
1998-05-20,55.62,56.13,53.0,54.25,128600.0,0.0,1.0,8.609589612859729,8.688534069935574,8.204031813764216,8.39752313012658,771600.0,51.66320116159001,11.634638728484575,14.413724828152205,70.40544229113738,8.42461191441731
1998-05-21,54.25,54.25,52.19,52.19,140600.0,0.0,1.0,8.39752313012658,8.39752313012658,8.078649440761403,8.078649440761403,843600.0,45.75264431841777,0.24939145965031173,11.168429739482251,68.38659678175922,8.418420192293715
1998-05-22,52.0,56.06,51.63,56.0,170000.0,0.0,1.0,8.049238760674324,8.677698556219282,7.991965331031065,8.668410973033888,1020000.0,55.81999666869114,45.53270069143747,13.218737192095732,71.85364958293394,8.452916929839462
1998-05-26,56.38,56.38,50.75,50.94,207100.0,0.0,1.0,8.727232333208047,8.727232333208047,7.8557474443119615,7.88515812439904,1242600.0,44.111550924944524,15.65010297035851,11.934990812551368,68.94176581089543,8.441196884391228
1998-05-27,50.25,52.13,49.0,51.0,257600.0,0.0,1.0,7.778350917767016,8.06936185757601,7.584859601404652,7.894445707584434,1545600.0,44.260849342714714,17.15417060309413,10.913614428429572,103.30901440008743,8.414882065365946
