,loss_run0,val_loss_run0,loss_run1,val_loss_run1,loss_run2,val_loss_run2,loss_run3,val_loss_run3
0,0.33737599010072894,0.1319094657719033,0.23741060308489115,0.6178783593414987,0.26407142576590104,0.6470722614900939,0.23440960219743623,0.07219046127453677
1,0.1099069194539129,0.13187735474717965,0.13322188316479974,0.588074003341472,0.13868452183543944,0.24689674070727968,0.08233684401660789,0.0755247231732613
2,0.10555083607523151,0.1280200675666639,0.1214905860008404,0.560546555813549,0.07805605247542632,0.18957310488789406,0.07927387834985723,0.06964202161948636
3,0.1008087464865444,0.1264681008677949,0.11540743124275701,0.5128947117111899,0.07523216145301537,0.19112671091258016,0.07872376975185806,0.06493824308236508
4,0.09401350823673539,0.12231067392981482,0.11202822625637054,0.46836521551907573,0.07149538580655657,0.16324906858837626,0.07394313877471512,0.06451874481926242
5,0.09994864283612008,0.12202173970499129,0.10522580493154335,0.41524162305771384,0.07070846993408195,0.17153080258243694,0.07407295946293287,0.06500866096051439
6,0.09264130598991649,0.11970810594730476,0.09462207007567619,0.34837627518238373,0.06963433779986146,0.18750329780205446,0.0743784743901819,0.06279417600859705
7,0.09472317973193337,0.11517749945305633,0.08774169520739727,0.27564975578420975,0.06967596751738148,0.1677774400618023,0.07275010056602965,0.06198442873655216
8,0.09159511501547812,0.1121838112995923,0.0776129139767941,0.2348392901248834,0.06653900863371086,0.16182551976440293,0.0706811786546971,0.0622679393093132
9,0.0871849763071353,0.11352897437982658,0.07197652493033521,0.20389634751639685,0.06670851145514209,0.15968187077939,0.07108091339038286,0.06102072971507166
10,0.0874187962166441,0.10690905170365018,0.0668652877834529,0.14017319712487544,0.06598120261830082,0.18823883699742025,0.06881176329946144,0.06153292860037058
11,0.08454631666427616,0.10325258684633731,0.06337182795672512,0.11828504960287496,0.06565947454750143,0.170628781933625,0.06865441985582144,0.05979202703714984
12,0.08122194949441668,0.10169436201759922,0.06126257450160972,0.09746690765406624,0.06493617643665515,0.15187722131431,0.06779810087024722,0.060357795117700896
13,0.08198914041113281,0.09832170309808815,0.06221212116521736,0.10364822647174882,0.06263947532594105,0.1527656160461146,0.06799080545847126,0.06148760458438515
14,0.07638672945020947,0.10183903858653473,0.058281552470149,0.09289948712542372,0.06249020022539357,0.16743100194602337,0.06709345679308736,0.0593221638204712
15,0.07694832506504926,0.094586694149834,0.05725168490963038,0.07799034578466905,0.06270768405069561,0.14529133520343088,0.06749773018129791,0.058137804749030395
16,0.07663519373786593,0.08783785083792835,0.05997517416534017,0.08592343985983275,0.06161662638434526,0.141890052808241,0.06494870758826923,0.0574901909671251
17,0.07285638437901926,0.08556782239552836,0.05588770621646208,0.08701612825919179,0.06032102712573697,0.14860781940981413,0.06537247897363418,0.059232291652090964
18,0.07143839193734869,0.082902811633784,0.056234791476192286,0.08827820884169273,0.06209099175374504,0.14629563133313767,0.06448732834835372,0.05729960809313208
19,0.06775908937636207,0.07854824081881173,0.05534343520509559,0.07751529870832764,0.05970156433100922,0.12068450332045759,0.06545224077661209,0.0573062258189477
20,0.06800950983120688,0.07669023548350326,0.05445216877080725,0.07217268673878796,0.05937275819319793,0.1237847622145306,0.06445067039668609,0.056013058366231605
21,0.06425185660044079,0.07252271482353553,0.05470975883379828,0.08927279467954849,0.06015451154231432,0.11980846671205442,0.06368148088775126,0.05608516114270298
22,0.061199947194824085,0.07014299488880417,0.05301452943911919,0.089701793985649,0.05893831145308702,0.1445425932948984,0.0637508820001002,0.056144390881419384
23,0.06376739395830275,0.0661117501147922,0.05321211883032003,0.08588054098866203,0.05901713066952145,0.11027882130589739,0.061171073543444636,0.05662027134929063
24,0.05847936793906202,0.06387523688235373,0.05210461322978189,0.06601848540185451,0.05688986762938017,0.13875301155432623,0.06297172426955942,0.055703177338859024
25,0.0570014992514769,0.0679011612772737,0.052453349110823014,0.07722668725466851,0.05644447484963371,0.1301582217996055,0.06181025281733073,0.0560445921626549
26,0.05518304833928267,0.061293655894632815,0.05152037121156187,0.08368913443378886,0.05727035911818642,0.10807947778681334,0.06138304245683598,0.05654808099335299
27,0.059425582773791785,0.060131473859730555,0.05138380259250518,0.07312517081535905,0.05633772273314731,0.1227011839582826,0.06259417220101093,0.05510912006193737
28,0.05319528600542869,0.058325844457433725,0.051459652985318446,0.08411723923570705,0.056759466820243576,0.11248963616315537,0.06181052634469445,0.05419318510880806
29,0.05574078507734204,0.05590600168290923,0.05099105071214131,0.09679812076621358,0.05566547398345783,0.12462638535794017,0.06134781393074084,0.05339642129774568
